LOCATION,POWER,SELF-PROTECTION,Average earth discharge density DDT [Rays/km^2-año],Maximum ground discharge density DDT [Rays/km^2-año],Burning rate  [Failures/year],Criticality according to previous study for ceramics level,Removable connectors,Type of clients,Number of users,Electric power not supplied EENS [kWh] ,Type of installation,Air network,Circuit Queue,km of network LT:,Burned transformers 2019
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,106,729,POLE WITH ANTI-FRAUD NET,1,0,0.56448,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,228,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.78724,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,150,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.33348,0
1,125,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,52,2025,POLE WITH ANTI-FRAUD NET,1,1,0.17366,0
1,30,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,4,810,POLE,1,0,0,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,64,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.34548,0
1,37.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,147,607.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.72637,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,102,486,POLE,1,0,0,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,53,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.23167,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,185,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.6799,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,42,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.24155,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,64,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.30914,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,18,486,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.33114,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,40,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.41813,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,9,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.2924,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,24,486,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.31588,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,65,729,POLE WITH ANTI-FRAUD NET,1,0,0.30967,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,43,1215,POLE,1,1,0.19178,0
0,25,0,3.15560166,6.6,0.0000,1,1,STRATUM 1,103,405,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.66017,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,126,486,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.54001,0
0,15,0,3.15560166,6.6,0.0000,1,0,STRATUM 2,2,394.2,POLE,1,0,0,0
0,15,0,3.15560166,6.6,0.0000,1,0,STRATUM 1,19,243,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.13303,0
0,15,0,3.15560166,6.6,0.0000,1,0,STRATUM 1,3,394.2,POLE,1,0,0.3405,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,214,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0,0
1,25,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,88,405,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.4105,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,105,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.39596,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,32,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.26969,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,12,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,21,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.8205,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,66,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.35011,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,98,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.25343,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,121,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.31257,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,22,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.1091,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,76,3037.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.37174,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,76,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.30525,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,17,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.3753,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,75,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.30815,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,182,729,POLE,1,1,0.48446,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,64,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.23006,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,58,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.23001,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,7,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,43,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.18182,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,22,729,POLE WITH ANTI-FRAUD NET,1,0,0.2638,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,130,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.63102,0
1,15,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,10,243,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.27975,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,26,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.12096,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,86,1822.5,POLE WITH ANTI-FRAUD NET,1,1,0.44894,0
1,112.5,0,3.15560166,6.6,0.2500,0,1,STRATUM 3,149,1822.5,POLE WITH ANTI-FRAUD NET,1,1,0.53338,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,20,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.22215,0
1,112.5,0,3.15560166,6.6,0.2500,0,1,STRATUM 3,109,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.3834,0
1,45,0,3.15560166,6.6,0.2500,0,1,STRATUM 3,40,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.22809,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,15,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.6854,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,1,1215,POLE WITH ANTI-FRAUD NET,1,0,0.24889,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,5,1215,POLE WITH ANTI-FRAUD NET,1,1,0.4445,0
1,112.5,0,3.15560166,6.6,0.5000,0,1,STRATUM 3,98,1822.5,POLE WITH ANTI-FRAUD NET,1,0,0.39665,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,148,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.46269,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,92,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.39519,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,1,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.16593,0
0,25,0,3.15560166,6.6,0.2500,0,1,STRATUM 1,22,405,POLE,1,0,0.56107,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,68,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.40604,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,20,729,POLE,1,0,0.12442,0
1,25,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,41,405,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.20446,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,35,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.17092,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,119,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.40703,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,142,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.39402,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,46,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.27146,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,11,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.9428,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,203,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.58903,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,27,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.13366,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,36,486,POLE WITH ANTI-FRAUD NET,1,1,0.23637,0
1,10,0,3.15560166,6.6,0.0000,0,1,STRATUM 6,2,162,POLE,1,0,0.2643,1
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,38,1215,POLE WITH ANTI-FRAUD NET,1,0,0.3747,0
0,45,0,3.15560166,6.6,0.0000,1,0,STRATUM 2,13,858.6,POLE WITH ANTI-FRAUD NET,1,1,0.20185,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,61,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.23649,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,77,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.35819,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,59,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.24982,0
1,75,0,3.15560166,6.6,0.5000,0,1,STRATUM 3,44,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.12263,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,1,1215,POLE,1,1,0.6804,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,17,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.14395,0
1,45,0,3.15560166,6.6,0.2500,0,1,STRATUM 6,11,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.19176,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,87,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.19157,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,48,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.16489,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,33,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.5691,0
1,37.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,26,607.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.21074,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,74,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.29424,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,37,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.1585,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,48,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.21138,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,61,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.2539,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,76,1215,POLE,1,1,0.39051,1
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,30,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.1825,0
1,50,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,10,810,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.2858,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,91,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.24956,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,79,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.3732,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,139,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.56807,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,75,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.17481,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,28,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.16713,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,82,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.196,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,48,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.17296,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,56,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.22319,0
1,45,0,3.15560166,6.6,0.2500,0,1,STRATUM 4,58,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.32329,0
0,75,0,3.15560166,6.6,0.0000,1,0,STRATUM 1,17,1344.6,POLE WITH ANTI-FRAUD NET,1,0,0.27414,0
1,75,0,3.15560166,6.6,0.2500,0,1,STRATUM 3,34,1215,POLE WITH ANTI-FRAUD NET,1,0,0.25568,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,25,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,97,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.37005,0
1,75,0,3.15560166,6.6,0.2500,0,1,STRATUM 2,50,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.42637,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,32,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.22603,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,40,1215,POLE WITH ANTI-FRAUD NET,1,1,0.1739,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,131,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.61521,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,84,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.37452,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,140,1215,POLE WITH ANTI-FRAUD NET,1,1,0.64712,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,70,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.3437,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,37,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.14205,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,33,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.29191,0
1,50,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,115,810,POLE WITH ANTI-FRAUD NET,1,0,"117,686",0
1,50,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,139,810,MACRO WITHOUT ANTI-FRAUD NET,1,0,"146,125",0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,50,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.15004,0
0,15,0,3.15560166,6.6,0.0000,1,0,STRATUM 1,43,580.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.68925,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,117,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.34505,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,125,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.51739,0
1,75,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,1,2025,POLE,1,1,0,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,37,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.8705,0
1,37.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,90,607.5,POLE WITH ANTI-FRAUD NET,1,0,0.23,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,50,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.14929,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,95,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.23069,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,121,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.41437,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,77,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.43473,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,24,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.10821,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,23,729,POLE WITH ANTI-FRAUD NET,1,0,0.8291,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,13,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.11776,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,64,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.33101,0
1,150,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,96,2430,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.22949,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,18,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.7961,0
0,5,1,3.15560166,6.6,0.2500,0,1,STRATUM 5,1,81,POLE,1,1,0.22622,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,49,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.23242,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,42,1822.5,POLE WITH ANTI-FRAUD NET,1,0,0.14854,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,45,1215,POLE WITH ANTI-FRAUD NET,1,1,0.23289,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,9,486,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.10554,0
1,200,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,18,3240,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.5007,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,26,3037.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.12804,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,30,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.12523,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,42,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.18501,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,44,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.12895,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,29,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.14787,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,33,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.15708,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,126,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.39911,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,25,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.13319,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,100,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.57459,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,13,486,POLE,1,1,0.687,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,117,1215,POLE WITH ANTI-FRAUD NET,1,0,"111,135",0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,22,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.9006,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,45,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.21,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,108,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.40307,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,48,1215,POLE WITH ANTI-FRAUD NET,1,0,0.2841,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,114,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.54616,0
1,75,1,3.15560166,6.6,0.2500,0,1,STRATUM 1,73,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.61925,1
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,65,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.26686,0
1,25,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,84,405,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.4347,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,65,1215,POLE WITH ANTI-FRAUD NET,1,1,0.25793,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,49,729,POLE,1,1,0.51656,0
0,45,0,3.15560166,6.6,0.0000,1,1,STRATUM 2,14,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.45565,0
0,45,0,3.15560166,6.6,0.0000,1,0,STRATUM 3,23,955.8,MACRO WITHOUT ANTI-FRAUD NET,1,0,"24,801",0
0,50,1,3.15560166,6.6,0.0000,1,0,STRATUM 1,91,880.2,POLE,1,0,"152,248",1
0,45,0,3.15560166,6.6,0.0000,1,1,STRATUM 1,9,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.16447,0
0,75,0,3.15560166,6.6,0.0000,1,1,STRATUM 3,10,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.30972,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,47,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.23098,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,52,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.21112,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,20,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.6018,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,113,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.14802,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,159,1822.5,POLE,1,0,0,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,80,729,POLE,1,0,0.3031,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,14,729,POLE WITH ANTI-FRAUD NET,1,0,0.3122,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,64,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.14323,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,90,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.5415,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,66,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.15099,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,22,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,29,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.11503,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 1,37,1215,POLE WITH ANTI-FRAUD NET,1,0,0.1095,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,81,1215,POLE,1,0,0.25234,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,103,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.53741,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,35,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.1274,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,53,486,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.30221,0
1,30,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,14,486,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.7337,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,41,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.2029,0
1,45,0,3.15560166,6.6,0.0000,0,1,COMMERCIAL,63,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.9351,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,181,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.42762,0
1,50,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,56,810,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.19058,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 3,117,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.59242,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,27,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.12441,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,49,1822.5,MACRO WITHOUT ANTI-FRAUD NET,1,0,0,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,13,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.1031,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,36,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.10289,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,16,729,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.8881,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,39,1215,MACRO WITHOUT ANTI-FRAUD NET,1,1,0.11532,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,94,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.16478,0
1,45,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,16,729,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.5962,0
1,75,0,3.15560166,6.6,0.0000,0,1,STRATUM 4,74,1215,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.61764,0
0,25,0,3.15560166,6.6,0.0000,1,0,STRATUM 1,114,1937.7,MACRO WITHOUT ANTI-FRAUD NET,1,0,0.69412,0
